股票代码,code,market_code,所属概念,所属概念数量
002623.SZ,002623,33,钙钛矿电池;光伏建筑一体化;POE胶膜;光伏概念;建筑节能;储能;特斯拉概念;绿色电力;一带一路;融资融券,10
000062.SZ,000062,33,存储芯片;华为海思概念股;2026一季报预增;第三代半导体;芯片概念;共封装光学(CPO);汽车电子;华为昇腾;比亚迪概念;传感器;华为概念;6G概念;2025年报预增;粤港澳大湾区;腾讯概念;新能源汽车;互联网金融;人民币贬值受益;人形机器人;AI智能体;机器人概念;智慧城市;创投;雄安新区;深股通;融资融券;证金持股,27
000739.SZ,000739,33,仿制药一致性评价;合成生物;创新药;减肥药;CRO概念;流感;医美概念;宠物经济;养老概念;共同富裕示范区;工业互联网;AI智能体;深股通;融资融券;AIGC概念,15
002066.SZ,002066,33,国企改革;核电;央企国企改革;碳中和;证金持股,5
600869.SH,600869,17,光纤概念;PET铜箔;铜缆高速连接;超导概念;液冷服务器;芯片概念;柔性直流输电;特高压;可控核聚变;数据中心;商业航天;智能电网;东数西算(算力);特斯拉概念;华为概念;光伏概念;核电;新能源汽车;高端装备;海工装备;军工;人形机器人;充电桩;宁德时代概念;无人机;固态电池;储能;机器人概念;风电;锂电池概念;军民融合;低空经济;雅下水电概念;独角兽概念;阿里巴巴概念;钠离子电池;人工智能;智慧城市;DeepSeek概念;回购增持再贷款概念;西部大开发;参股银行;沪股通;融资融券,44
600601.SH,600601,17,PCB概念;5G;共封装光学(CPO);华为概念;2025年报预增;东数西算(算力);智慧城市;网络游戏;国企改革;融资融券;沪股通,11
600683.SH,600683,17,特色小镇;物业管理;土地流转;旅游概念;养老概念;国企改革;创投;京津冀一体化,8
600545.SH,600545,17,新型工业化;华为概念;机器人概念;AI智能体;人民币贬值受益;DeepSeek概念;一带一路;西部大开发;新疆振兴;融资融券,10
000922.SZ,000922,33,核电;风电;水利;军工;氢能源;新能源汽车;机器人概念;央企国企改革;黑龙江自贸区;国企改革;深股通;融资融券,12
603303.SH,603303,17,智慧灯杆;人民币贬值受益;汽车电子;新能源汽车;智慧城市;股权转让(并购重组);沪股通,7
001207.SZ,001207,33,特高压;固态电池,2
002334.SZ,002334,33,光伏建筑一体化;核电;换电概念;工业互联网;充电桩;数据中心;新型工业化;光伏概念;燃料电池;储能;工业母机;风电;机器人概念;人形机器人;海工装备;新能源汽车;物联网;低空经济;液冷服务器;氢能源;比亚迪概念;百度概念;粤港澳大湾区;稀土永磁;锂电池概念;芯片概念;深股通;融资融券,28
600396.SH,600396,17,超超临界发电;绿色电力;碳交易;风电;碳中和;氢能源;国企改革;央企国企改革;海工装备,9
600854.SH,600854,17,物业管理;家用电器;军民融合;超超临界发电,4
600198.SH,600198,17,无人机;商业航天;低空经济;卫星导航;智慧城市;车联网(车路协同);5G;智能穿戴;网络安全;量子科技;芯片概念;核电;创投;移动支付;智慧政务;MCU芯片;数据安全;一带一路;汽车芯片;央企国企改革;国企改革;股权转让(并购重组);沪股通,23
002030.SZ,002030,33,禽流感;幽门螺杆菌概念;猴痘概念;基因测序;辅助生殖;肝炎概念;流感;医疗器械概念;食品安全;智能医疗;创投;国企改革;互联网金融;人工智能;证金持股;融资融券;深股通,17
601991.SH,601991,17,绿色电力;风电;储能;雅下水电概念;核电;央企国企改革;国企改革;2025年报预增;沪股通;融资融券,10
002640.SZ,002640,33,拼多多概念;互联网金融;数字经济;网红经济;跨境电商;人民币贬值受益;无线耳机;三胎概念;深股通,9
002645.SZ,002645,33,稀土永磁;金属钴;金属铜;金属回收;汽车拆解概念;消费电子概念;新能源汽车;机器人概念;高端装备;垃圾分类;固废处理;深股通;融资融券,13
603416.SH,603416,17,新型工业化;人形机器人;机器视觉;机器人概念;融资融券;沪股通,6
300619.SZ,300619,33,钠离子电池;固态电池;硅能源;有机硅概念;锂电池概念;小金属概念;光伏概念;新能源汽车;高端装备;粤港澳大湾区;深股通,11
301599.SZ,301599,33,光刻胶;固态电池;芯片概念;宁德时代概念;锂电池概念;工业互联网;比亚迪概念;高端装备;注册制次新股;新股与次新股;融资融券,11
300672.SZ,300672,33,存储芯片;国家大基金持股;汽车芯片;WiFi 6;芯片概念;卫星导航;智能座舱;星闪概念;机器视觉;东数西算(算力);虚拟现实;专精特新;物联网;无人驾驶;车联网(车路协同);鸿蒙概念;机器人概念;人工智能;深股通;股权转让(并购重组);融资融券,21
601727.SH,601727,17,智能电网;特高压;可控核聚变;核电;虚拟电厂;充电桩;工业互联网;高端装备;独角兽概念;风电;超导概念;华为概念;大飞机;航空发动机;机器人概念;工业母机;光伏概念;储能;超超临界发电;人形机器人;燃料电池;特斯拉概念;核污染防治;化债概念(AMC概念);减速器;固废处理;氢能源;回购增持再贷款概念;国企改革;锂电池概念;上海国企改革;钒电池;固态电池;沪股通;融资融券,35
300721.SZ,300721,33,环氧丙烷;染料;光刻胶;锂电池概念;OLED;芯片概念;新能源汽车,7
301307.SZ,301307,33,富士康概念;5G;芯片概念;东数西算(算力);液冷服务器;华为概念;比亚迪概念;无人驾驶;特斯拉概念;专精特新;新能源汽车;工业互联网;小米汽车;固态电池;长安汽车概念;储能;华为汽车;充电桩;减速器;一体化压铸;绿色电力;西部大开发;深股通;融资融券,24
301687.SZ,301687,33,注册制次新股;PCB概念;新能源汽车;光伏概念;比亚迪概念;消费电子概念;专精特新;苹果概念;海峡两岸;长三角一体化;锂电池概念;POE胶膜;深股通;新股与次新股;融资融券,15
688419.SH,688419,17,先进封装;存储芯片;芯片概念;高端装备;人民币贬值受益;绿色电力;融资融券,7
301297.SZ,301297,33,富士康概念;OLED;光刻机;中芯国际概念;芯片概念;2025年报预增;股权转让(并购重组);深股通;融资融券,9
688785.SH,688785,17,科创次新股;中芯国际概念;芯片概念;注册制次新股;新股与次新股;融资融券,6
688137.SH,688137,17,CRO概念;细胞免疫治疗;重组蛋白;专精特新;合成生物;流感;融资融券,7
300223.SZ,300223,33,存储芯片;MCU芯片;汽车芯片;OLED;芯片概念;消费电子概念;MiniLED;汽车电子;AI眼镜;毫米波雷达;传感器;小米概念;智能座舱;3D打印;智能音箱;机器视觉;无人驾驶;物联网;机器人概念;抖音概念(字节概念);人民币贬值受益;安防;人脸识别;智能家居;人工智能;家用电器;鸿蒙概念;区块链;京津冀一体化;深股通;融资融券,31
301486.SZ,301486,33,光纤概念;富士康概念;MR(混合现实);芯片概念;消费电子概念;5G;数据中心;新型工业化;比亚迪概念;虚拟现实;东数西算(算力);华为概念;高端装备;华为昇腾;抖音概念(字节概念);阿里巴巴概念;粤港澳大湾区;股权转让(并购重组);深股通;融资融券,20
688309.SH,688309,17,专精特新;高端装备;2025年报预增;碳中和;人民币贬值受益;医疗废物处理;固废处理;融资融券,8
920344.BJ,920344,151,重组蛋白;融资融券;肝炎概念;细胞免疫治疗;创新药;京津冀一体化;专精特新;三胎概念,8
000782.SZ,000782,33,军工,1
688699.SH,688699,17,先进封装;芯片概念;MiniLED;专精特新;融资融券,5
301611.SZ,301611,33,存储芯片;光刻机;OLED;芯片概念;第三代半导体;专精特新;锂电池概念;医疗器械概念;燃料电池;深股通;融资融券,11
688283.SH,688283,17,卫星导航;军工信息化;5G;商业航天;专精特新;军民融合;军工;车联网(车路协同);西部大开发;融资融券,10
688450.SH,688450,17,光纤概念;MR(混合现实);传感器;物联网;工业互联网;人工智能;机器人概念;地下管网;柔性直流输电;风电;智能电网;融资融券,12
688718.SH,688718,17,盐湖提锂;污水处理;人民币贬值受益;融资融券,4
002979.SZ,002979,33,人形机器人;新型工业化;机器人概念;小米概念;富士康概念;比亚迪概念;华为概念;专精特新;低空经济;芯片概念;高端装备;宁德时代概念;光伏概念;深股通,14
688072.SH,688072,17,国家大基金持股;存储芯片;先进封装;芯片概念;沪股通;融资融券,6
920183.BJ,920183,151,专精特新;消费电子概念;新股与次新股;融资融券;人民币贬值受益,5
300936.SZ,300936,33,PCB概念;毫米波雷达;芯片概念;卫星导航;5G;专精特新;消费电子概念;无人驾驶;华为概念;储能;融资融券,11
688208.SH,688208,17,毫米波雷达;汽车电子;人形机器人;无人驾驶;传感器;新能源汽车;高压快充;机器人概念;华为概念;专精特新;无人机;人民币贬值受益;AI智能体;储能;AI应用;DeepSeek概念;人工智能;充电桩;跨境电商;沪股通;融资融券,21
300351.SZ,300351,33,共封装光学(CPO);液冷服务器;5G;光纤概念;卫星导航;商业航天;数据中心;军工;人形机器人;比亚迪概念;无人机;华为概念;新能源汽车;高铁;机器人概念;军民融合;换电概念;海工装备;高压快充;低空经济;华为汽车;充电桩;储能;长安汽车概念;锂电池概念;风电;共同富裕示范区;一带一路;深股通;融资融券,30
920061.BJ,920061,151,锂电池概念;融资融券;稀土永磁;机器人概念;宁德时代概念;固态电池;专精特新,7
300537.SZ,300537,33,光刻胶;OLED;PCB概念;芯片概念;华为手机;富士康概念;消费电子概念;5G;智能穿戴;比亚迪概念;新能源汽车;华为概念;光伏概念;石墨烯;海工装备;BC电池;深股通,17
688525.SH,688525,17,存储芯片;AI PC;国家大基金持股;AI手机;汽车芯片;先进封装;数据中心;信创;芯片概念;消费电子概念;AI眼镜;华为概念;智能穿戴;阿里巴巴概念;小米概念;2025年报预增;比亚迪概念;专精特新;粤港澳大湾区;机器人概念;人形机器人;沪股通;融资融券,23
300167.SZ,300167,33,股权转让(并购重组);ST板块;智慧城市;安防;横琴新区;氢能源;智能物流;在线教育;数据中心;智慧政务;华为概念;AI智能体;东数西算(算力);信创;军工;虚拟数字人;算力租赁,17
603130.SH,603130,17,共同富裕示范区;沪股通,2
300333.SZ,300333,33,数字货币;互联网金融;移动支付;鸿蒙概念;数据要素;信创;数字经济;网络安全;数据安全;芯片概念;融资融券,11
300852.SZ,300852,33,共封装光学(CPO);PCB概念;毫米波雷达;5G;汽车电子;无人机;数据中心;人形机器人;比亚迪概念;机器人概念;粤港澳大湾区;人民币贬值受益;一带一路;深股通,14
301235.SZ,301235,33,芯片概念;专精特新;2025年报预增;人工智能;智能医疗;回购增持再贷款概念;医疗器械概念;医疗废物处理;辅助生殖;融资融券,10
603078.SH,603078,17,存储芯片;中芯国际概念;光刻胶;先进封装;OLED;芯片概念;专精特新;锂电池概念;国企改革;股权转让(并购重组);沪股通;融资融券,12
300123.SZ,300123,33,军工信息化;太赫兹;军民融合;卫星导航;军工;商业航天;6G概念;高端装备;横琴新区;海工装备;5G;量子科技;芯片概念;第三代半导体;ST板块,15
688200.SH,688200,17,第三代半导体;芯片概念;华为概念;专精特新;高端装备;京津冀一体化;沪股通;融资融券,8
300567.SZ,300567,33,国家大基金持股;中芯国际概念;先进封装;存储芯片;OLED;MiniLED;柔性屏(折叠屏);芯片概念;MR(混合现实);富士康概念;苹果概念;AI眼镜;小米概念;虚拟现实;机器视觉;华为概念;比亚迪概念;宁德时代概念;锂电池概念;深股通;融资融券,21
688221.SH,688221,17,创新药;医疗器械概念;沪股通;融资融券,4
603986.SH,603986,17,存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;无线耳机;小米概念;传感器;物联网;人形机器人;锂电池概念;光伏概念;人民币贬值受益;回购增持再贷款概念;融资融券;沪股通,16
300816.SZ,300816,33,算力租赁;云计算;DeepSeek概念;智能医疗;专精特新;2025年报预增;燃料电池;氢能源,8
003041.SZ,003041,33,2025年报预增;人民币贬值受益;共同富裕示范区;一带一路;股权转让(并购重组),5
002782.SZ,002782,33,高压快充;5G;充电桩;小米汽车;消费电子概念;储能;新能源汽车;比亚迪概念;华为概念;光伏概念;机器人概念;低空经济;融资融券;深股通,14
301538.SZ,301538,33,人形机器人;专精特新;新能源汽车;比亚迪概念;机器人概念;粤港澳大湾区;医疗器械概念;储能;一带一路;深股通;融资融券,11
920181.BJ,920181,151,芯片概念;专精特新;新股与次新股;融资融券,4
688249.SH,688249,17,MicroLED概念;汽车芯片;MiniLED;OLED;MCU芯片;芯片概念;消费电子概念;量子科技;国企改革;沪股通;融资融券,11
603297.SH,603297,17,光刻机;AI眼镜;芯片概念;无人驾驶;虚拟现实;机器视觉;商业航天;智能医疗;共同富裕示范区;沪股通;融资融券,11
605178.SH,605178,17,存储芯片;智慧灯杆;网约车;芯片概念;物联网;空间计算;新型城镇化;智慧城市;数据要素;股权转让(并购重组),10
600206.SH,600206,17,光纤概念;国家大基金持股;稀土永磁;中芯国际概念;先进封装;芯片概念;存储芯片;OLED;5G;军工;2025年报预增;华为概念;牙科医疗;医疗器械概念;京津冀一体化;央企国企改革;雄安新区;国企改革;沪股通;融资融券,20
301372.SZ,301372,33,新型城镇化;净水概念;水利;污水处理;地下管网;融资融券,6
300398.SZ,300398,33,光纤概念;先进封装;OLED;存储芯片;第三代半导体;光刻胶;电子纸;中芯国际概念;芯片概念;光伏概念;新能源汽车;深股通;融资融券,13
300820.SZ,300820,33,第三代半导体;芯片概念;TOPCON电池;专精特新;可控核聚变;新能源汽车;核电;充电桩;光伏概念;储能;西部大开发;氢能源;深股通;融资融券,14
300866.SZ,300866,33,跨境电商;储能;智能家居;无线耳机;无线充电;人民币贬值受益;充电桩;机器人概念;AI眼镜;3D打印;人工智能;消费电子概念;芯片概念;安防;深股通;融资融券,16
605222.SH,605222,17,商业航天;大飞机;可控核聚变;军工;海工装备;核电;柔性直流输电;特高压;机器人概念;特斯拉概念;光伏概念;风电;充电桩;数据中心;沪股通,15
300159.SZ,300159,33,成飞概念;军民融合;航空发动机;卫星导航;商业航天;军工;海工装备;大飞机;无人机;核电;可控核聚变;西部大开发;新疆振兴;国企改革;ST板块;农机;低空经济;专精特新;乡村振兴;股权转让(并购重组),20
688041.SH,688041,17,中国AI 50;东数西算(算力);芯片概念;信创;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;人工智能;DeepSeek概念;同花顺中特估100;沪股通;融资融券,13
300696.SZ,300696,33,成飞概念;航空发动机;无人机;军工;3D打印;大飞机;军民融合;低空经济;创投;西部大开发;融资融券;深股通,12
688711.SH,688711,17,第三代半导体;汽车芯片;芯片概念;数据中心;比亚迪概念;华为概念;人形机器人;专精特新;新能源汽车;机器人概念;华为汽车;可控核聚变;光伏概念;充电桩;储能;回购增持再贷款概念;沪股通;融资融券,18
300234.SZ,300234,33,碳中和;碳交易;燃料电池;专精特新;氢能源,5
688775.SH,688775,17,无人机;芯片概念;机器人概念;消费电子概念;人工智能;语音技术;科创次新股;虚拟现实;注册制次新股;人民币贬值受益;粤港澳大湾区;跨境电商;新股与次新股;融资融券,14
001279.SZ,001279,33,专精特新;固态电池;深股通;融资融券,4
688185.SH,688185,17,CRO概念;生物疫苗;猴痘概念;合成生物;流感;三胎概念;京津冀一体化;沪股通;融资融券,9
