所属概念数量,code,股票代码,所属概念,market_code
25,300732,300732.SZ,装配式建筑;新型城镇化;房屋检测;净水概念;地下管网;污水处理;雄安新区;水利;新疆振兴;一带一路;碳中和;人工智能;DeepSeek概念;智慧城市;碳交易;光伏建筑一体化;数据要素;数字孪生;雅下水电概念;时空大数据;车联网(车路协同);军工;低空经济;华为概念;数据中心(AIDC),33
3,920802,920802.BJ,医疗器械概念;PM2.5;融资融券,151
7,600202,600202.SH,中俄贸易概念;创投;一带一路;黑龙江自贸区;国企改革;核电;超超临界发电,17
39,002183,002183.SZ,卫星导航;5G;商业航天;数据中心(AIDC);消费电子概念;东数西算(算力);充电桩;无人机;华为概念;新能源汽车;低空经济;储能;粤港澳大湾区;信创;芯片概念;国产操作系统;云计算;智能物流;华为鲲鹏;鸿蒙概念;人工智能;DeepSeek概念;一带一路;深圳国企改革;创投;金属回收;锂电池概念;存储芯片;统一大市场;智能医疗;跨境支付(CIPS);冷链物流;国企改革;物业管理;乳业;医药电商;白酒概念;深股通;融资融券,33
35,000156,000156.SZ,短剧游戏;文化传媒概念;虚拟数字人;IP经济(谷子经济);AI应用;AIGC概念;AI智能体;旅游概念;DeepSeek概念;养老概念;多模态AI;数字乡村;智慧政务;腾讯概念;阿里巴巴概念;抖音概念(字节概念);数字经济;人工智能;智慧城市;乡村振兴;网络安全;信创;车联网(车路协同);国企改革;算力租赁;物联网;虚拟现实;智能家居;东数西算(算力);机器人概念;智能音箱;5G;深股通;融资融券;低空经济,33
33,300674,300674.SZ,跨境支付(CIPS);Web3.0;数字货币;蚂蚁集团概念;虚拟数字人;区块链;互联网金融;AI应用;华为欧拉;鸿蒙概念;财税数字化;ChatGPT概念;化债概念(AMC概念);数据要素;华为鲲鹏;云计算;AI智能体;DeepSeek概念;信创;智谱AI;百度概念;腾讯概念;人工智能;MLOps概念;阿里巴巴概念;京津冀一体化;抖音概念(字节概念);算力租赁;创投;华为概念;数据中心(AIDC);融资融券;深股通,33
11,002997,002997.SZ,一体化压铸;小米汽车;华为汽车;机器人概念;人工智能;新能源汽车;新型工业化;专精特新;比亚迪概念;深股通;融资融券,33
8,920087,920087.BJ,乡村振兴;粮食概念;农业种植;大豆;玉米;融资融券;国企改革;转基因,151
9,600581,600581.SH,ST板块;特钢概念;新疆振兴;国企改革;煤炭概念;西部大开发;一带一路;央企国企改革;风电,22
3,605108,605108.SH,预制菜;网红经济;沪股通,17
11,000902,000902.SZ,化肥;磷化工;农村电商;大豆;生态农业;氟化工概念;乡村振兴;数字乡村;锂电池概念;深股通;融资融券,33
9,002628,002628.SZ,无人驾驶;机器人概念;小金属概念;装配式建筑;西部大开发;新疆振兴;PPP概念;氟化工概念;融资融券,33
10,920871,920871.BJ,数据中心(AIDC);消费电子概念;无人机;3D打印;锂电池概念;风电;固态电池;融资融券;军工;海工装备,151
7,600830,600830.SH,烟草;共同富裕示范区;化债概念(AMC概念);互联网金融;国企改革;融资融券;股权转让(并购重组),17
8,600197,600197.SH,白酒概念;旅游概念;文化传媒概念;国企改革;新疆振兴;西部大开发;沪股通;融资融券,17
13,603569,603569.SH,统一大市场;中俄贸易概念;航运概念;雄安新区;一带一路;智能物流;数字经济;数据要素;动力电池回收;比亚迪概念;无人驾驶;储能;沪股通,17
6,002760,002760.SZ,数据中心(AIDC);军工;海工装备;金属回收;金属锌;股权转让(并购重组),33
12,300399,300399.SZ,互联网保险;互联网金融;AI应用;ChatGPT概念;数据要素;信创;百度概念;阿里巴巴概念;创投;国企改革;5G;深股通,33
17,002243,002243.SZ,脑机接口;毫米波雷达;智慧城市;数据中心(AIDC);数字经济;东数西算(算力);创投;深圳国企改革;建筑节能;物业管理;国企改革;锂电池概念;冷链物流;芯片概念;可降解塑料;深股通;融资融券,33
19,000599,000599.SZ,一带一路;石墨烯;中韩自贸区;工业互联网;国企改革;军民融合;大飞机;新型工业化;机器人概念;军工;物联网;人民币贬值受益;长安汽车概念;新能源汽车;比亚迪概念;华为概念;超级品牌;股权转让(并购重组);深股通,33
8,920985,920985.BJ,石墨电极;氢能源;融资融券;光伏概念;TOPCON电池;HJT电池;换电概念;储能,151
2,605033,605033.SH,乡村振兴;西部大开发,17
8,300960,300960.SZ,高铁;电力物联网;充电桩;储能;绿色电力;芯片概念;超级电容;融资融券,33
6,000567,000567.SZ,化债概念(AMC概念);海南自贸区;钒电池;2026中报预增;融资融券;深股通,33
11,300741,300741.SZ,宠物经济;人造肉;乡村振兴;西部大开发;烟草;一带一路;人工智能;新型烟草(电子烟);合成生物;融资融券;深股通,33
36,300352,300352.SZ,财税数字化;华为盘古;云办公;ST板块;智谱AI;华为鲲鹏;智慧政务;国产操作系统;语音技术;数字货币;数字水印;互联网金融;ChatGPT概念;脑机接口;鸿蒙概念;数据安全;区块链;百度概念;云计算;信创;网络安全;智慧城市;DeepSeek概念;安防;人工智能;工业互联网;物联网;军工信息化;量子科技;低空经济;智能家居;华为概念;军民融合;军工;商业航天;芯片概念,33
33,600640,600640.SH,AI视频;虚拟数字人;智谱AI;短剧游戏;在线教育;多模态AI;AIGC概念;手机游戏;云计算;文化传媒概念;AI智能体;AI应用;NFT概念;空间计算;数字孪生;阿里巴巴概念;元宇宙;抖音概念(字节概念);IP经济(谷子经济);云游戏;DeepSeek概念;数字经济;人工智能;旅游概念;创投;虚拟现实;国企改革;华为概念;央企国企改革;机器人概念;AI眼镜;融资融券;沪股通,17
15,002892,002892.SZ,华为汽车;新型工业化;工业母机;机器人概念;智能家居;无人机;新能源汽车;3D打印;人民币贬值受益;专精特新;小米概念;华为概念;粤港澳大湾区;深股通;融资融券,33
10,000526,000526.SZ,在线教育;职业教育;体育产业;人工智能;DeepSeek概念;福建自贸区;海峡两岸;民营医院;低空经济;深股通,33
5,688581,688581.SH,医疗器械概念;机器人概念;人民币贬值受益;沪股通;融资融券,17
2,600159,600159.SH,京津冀一体化;国企改革,17
4,000720,000720.SZ,央企国企改革;物业管理;国企改革;深股通,33
52,002065,002065.SZ,DRG/DIP;智慧政务;智谱AI;AI应用;华为鲲鹏;AI智能体;ChatGPT概念;百度概念;数据安全;数据要素;区块链;腾讯概念;鸿蒙概念;信创;抖音概念(字节概念);云计算;数字乡村;华为昇腾;互联网金融;华为欧拉;网络安全;元宇宙;DeepSeek概念;人脸识别;智慧城市;人工智能;车联网(车路协同);跨境支付(CIPS);数字孪生;智能医疗;算力租赁;工业互联网;东数西算(算力);虚拟现实;华为概念;水利;低空经济;数据中心(AIDC);无人驾驶;养老概念;军民融合;乡村振兴;卫星导航;储能;旅游概念;华为数字能源;传感器;新疆振兴;芯片概念;深股通;融资融券;物联网,33
3,603321,603321.SH,共同富裕示范区;专精特新;5G,17
6,920675,920675.BJ,页岩气;融资融券;固废处理;西部大开发;天然气;专精特新,151
7,605577,605577.SH,IP经济(谷子经济);文化传媒概念;在线教育;黑龙江自贸区;国企改革;一带一路;沪股通,17
4,603615,603615.SH,福建自贸区;可降解塑料;三胎概念;沪股通,17
8,300950,300950.SZ,人民币贬值受益;碳中和;氢能源;专精特新;固废处理;煤化工概念;股权转让(并购重组);融资融券,33
15,300543,300543.SZ,智能家居;机器人概念;DeepSeek概念;物联网;家用电器;创投;粤港澳大湾区;人民币贬值受益;华为概念;比亚迪概念;小米概念;储能;光伏概念;锂电池概念;宠物经济,33
14,300504,300504.SZ,F5G概念;WiFi 6;光纤概念;华为海思概念股;5G;AI眼镜;虚拟现实;华为概念;物联网;商业航天;星闪概念;智能家居;鸿蒙概念;西部大开发,33
21,002909,002909.SZ,有机硅概念;装配式建筑;新型城镇化;硅能源;粤港澳大湾区;高铁;一带一路;跨境电商;雄安新区;碳中和;光伏概念;比亚迪概念;储能;低空经济;新能源汽车;液冷服务器;飞行汽车(eVTOL);两轮车;消费电子概念;5G;融资融券,33
6,605333,605333.SH,华为汽车;人形机器人;特斯拉概念;新能源汽车;无人机;沪股通,17
12,300628,300628.SZ,云办公;海峡两岸;福建自贸区;信创;腾讯概念;工业互联网;AI应用;人民币贬值受益;高股息精选;深股通;无线耳机;融资融券,33
9,600834,600834.SH,上海国企改革;物业管理;国企改革;光伏建筑一体化;碳交易;绿色电力;无人驾驶;充电桩;股权转让(并购重组),17
3,605183,605183.SH,一带一路;专精特新;沪股通,17
16,300278,300278.SZ,新型工业化;人形机器人;长安汽车概念;机器人概念;机器视觉;数字孪生;工业互联网;高端装备;智能物流;特斯拉概念;比亚迪概念;新能源汽车;人民币贬值受益;光伏概念;深股通;融资融券,33
7,002075,002075.SZ,特钢概念;军工;无人机;新能源汽车;华为概念;深股通;融资融券,33
15,603108,603108.SH,华为盘古;AI智能体;AI应用;AIGC概念;DeepSeek概念;人工智能;智能医疗;华为概念;创投;医疗器械概念;猴痘概念;国企改革;幽门螺杆菌概念;沪股通;融资融券,17
9,000726,000726.SZ,证金持股;生物疫苗;职业教育;C2M概念;一带一路;创投;绿色电力;人民币贬值受益;融资融券,33
31,300177,300177.SZ,车联网(车路协同);时空大数据;智慧城市;低空经济;卫星导航;虚拟现实;无人机;农机;数字孪生;无人驾驶;百度概念;DeepSeek概念;海工装备;机器人概念;飞行汽车(eVTOL);3D打印;华为概念;专精特新;水利;高铁;智能物流;创投;人形机器人;一带一路;粤港澳大湾区;旅游概念;汽车电子;5G;芯片概念;深股通;融资融券,33
5,301331,301331.SZ,流感;医药电商;创新药;西部大开发;融资融券,33
16,002454,002454.SZ,长安汽车概念;汽车热管理;低空经济;一带一路;华为汽车;飞行汽车(eVTOL);数字经济;新能源汽车;冷链物流;比亚迪概念;华为概念;储能;宁德时代概念;汽车电子;深股通;融资融券,33
21,002122,002122.SZ,文化传媒概念;创投;拼多多概念;小红书概念;DeepSeek概念;AI语料;人工智能;数据要素;抖音概念(字节概念);ST板块;智谱AI;网络安全;蚂蚁集团概念;长安汽车概念;新型工业化;高端装备;风电;数据中心(AIDC);东数西算(算力);工业母机;人形机器人,33
8,688280,688280.SH,两轮车;无人驾驶;减速器;专精特新;新能源汽车;比亚迪概念;汽车电子;融资融券,17
14,301376,301376.SZ,露营经济;足球概念;体育产业;网红经济;跨境电商;数字经济;人民币贬值受益;ChatGPT概念;宠物经济;创投;AI应用;多模态AI;深股通;融资融券,33
3,920792,920792.BJ,小金属概念;融资融券;专精特新,151
9,600825,600825.SH,无人零售;文化传媒概念;AI语料;独角兽概念;上海国企改革;创投;国企改革;融资融券;沪股通,17
7,600033,600033.SH,参股保险;参股银行;国企改革;福建自贸区;海峡两岸;融资融券;沪股通,17
7,600689,600689.SH,创投;物业管理;国企改革;人民币贬值受益;安防;独角兽概念;股权转让(并购重组),17
6,301309,301309.SZ,共同富裕示范区;人民币贬值受益;智能家居;3D打印;专精特新;融资融券,33
17,920876,920876.BJ,在线教育;移动支付;融资融券;数字经济;芯片概念;安防;人工智能;智能家居;鸿蒙概念;信创;智慧政务;物联网;机器人概念;消费电子概念;AI PC;专精特新;5G,151
15,002676,002676.SZ,比亚迪概念;广东自贸区;新能源汽车;机器人概念;粤港澳大湾区;一带一路;智能家居;家用电器;工业互联网;光伏概念;汽车电子;金属回收;国企改革;储能;深股通,33
7,688053,688053.SH,卫星导航;商业航天;军工;芯片概念;存储芯片;西部大开发;ST板块,22
4,002511,002511.SZ,三胎概念;IP经济(谷子经济);深股通;融资融券,33
27,603153,603153.SH,上海国企改革;房屋检测;自由贸易港;地下管网;装配式建筑;体育产业;PPP概念;新型城镇化;化债概念(AMC概念);文化传媒概念;雄安新区;国企改革;建筑节能;水利;一带一路;数字经济;DeepSeek概念;人工智能;碳中和;数字孪生;智慧城市;阿里巴巴概念;核电;虚拟电厂;无人机;数据中心(AIDC);沪股通,17
24,603322,603322.SH,算力租赁;东数西算(算力);智慧灯杆;多模态AI;快手概念;数据中心(AIDC);数据要素;智慧城市;AI视频;物联网;AIGC概念;移动支付;华为概念;AI应用;5G;DeepSeek概念;人工智能;低空经济;充电桩;粤港澳大湾区;芯片概念;智能物流;一带一路;沪股通,17
6,600807,600807.SH,生态农业;物业管理;医疗器械概念;国企改革;基因测序;猴痘概念,17
21,920346,920346.BJ,数据中心(AIDC);飞行汽车(eVTOL);长安汽车概念;长三角一体化;机器人概念;车联网(车路协同);融资融券;智能物流;无人驾驶;小米汽车;智能家居;新能源汽车;家用电器;净水概念;充电桩;华为汽车;低空经济;人民币贬值受益;PCB概念;储能;人形机器人,151
11,002623,002623.SZ,钙钛矿电池;建筑节能;POE胶膜;光伏概念;光伏建筑一体化;一带一路;储能;特斯拉概念;绿色电力;玻璃基板;融资融券,33
26,301632,301632.SZ,房屋检测;垃圾分类;国企改革;水利;文化传媒概念;建筑节能;光伏建筑一体化;DeepSeek概念;注册制次新股;人工智能;AIGC概念;智慧城市;智能物流;碳中和;AI智能体;低空经济;碳交易;粤港澳大湾区;车联网(车路协同);物联网;机器人概念;光伏概念;5G;深股通;新股与次新股;融资融券,33
11,002983,002983.SZ,MicroLED概念;MiniLED;消费电子概念;AI眼镜;专精特新;汽车芯片;小米概念;汽车电子;智能家居;华为概念;深股通,33
16,301231,301231.SZ,AI视频;短剧游戏;ChatGPT概念;在线教育;AIGC概念;文化传媒概念;AI应用;阿里巴巴概念;AI智能体;IP经济(谷子经济);DeepSeek概念;人工智能;跨境电商;三胎概念;西部大开发;融资融券,33
10,002363,002363.SZ,数字经济;长安汽车概念;华为汽车;军工;百度概念;新能源汽车;比亚迪概念;特斯拉概念;华为概念;商业航天,33
25,300195,300195.SZ,烟草;ERP概念;信创;网络安全;中俄贸易概念;人工智能;数字经济;工业互联网;物联网;区块链;智能物流;高端装备;机器人概念;新型工业化;专精特新;机器视觉;一带一路;锂电池概念;京津冀一体化;C2M概念;医疗器械概念;光伏概念;数据中心(AIDC);工业母机;绿色电力,33
